,stock_n,mileage,interior_color,exterior_color,drive_type,engine_size,num_cylinders,hp,torque,comp_ratio,cam_shaft,engine_type,bore,stroke,values_per_cylinder,fuel_cap,epa_mpg,wheel_base,length,width,height,curb_weight,leg_room,head_room,seating_cap,cargo_cap,tow_cap,pay_cap,gross,tire,trans
2,16328253,28K,Gray,Purple,4WDWD,5.7L engine,8 cylinders,381 horsepower@5600rpm,N/A,10.20,Variable Timing,Gas,3.70,4.02,4,N/A,13/17,122.0'',205.1'',79.9'',77.0'',5985 lbs.,42.5'',34.8'',8/7,18.9 cu. ft.,1000/7100 lbs.,1315 lbs.,7300 lbs.,N/A,N/A
3,15915009,44K,Gray,Silver,2WD,3.5L engine,6 cylinders,266 horsepower@6200rpm,245 torque@4700rpm,11:1,Variable Timing,Gas,3.70,3.27,4,N/A,18/25,"119.3""","200.2""",78,70,4465 lbs.,"40.5""","39.1""",8/8,39 cu. ft.,1000/3500 lbs.,1290 lbs.,5995 lbs.,N/A,6-Speed Automatic
4,16171608,33K,Gray,Silver,2WDWD,2.7L engine,4 cylinders,159 horsepower@5200rpm,N/A,10.20,Variable Timing,Gas,3.74,3.74,4,N/A,19/23,127.4'',212.3'',74.4'',70.6'',4095 lbs.,42.9'',39.7'',5/5,N/A,1000/3500 lbs.,1505 lbs.,5600 lbs.,N/A,N/A
5,16568341,33K,Gray,Red,4WDWD,4.0L engine,6 cylinders,236 horsepower@5200rpm,266 torque@4000rpm,10:1,Variable Timing DOHC,Gas,3.70,3.74,4,N/A,16/21,"127.4""","208.1""",74,70,4220 lbs.,"41.7""","40.2""",5/5,N/R,1000/6500 lbs.,1250 lbs.,5500 lbs.,N/A,N/A
6,16328255,16K,Gray,White,4WDWD,4.6L engine,8 cylinders,310 horsepower@5600rpm,N/A,10.20,Variable Timing,Gas,3.70,3.28,4,N/A,14/18,145.7'',228.9'',79.9'',76.4'',5410 lbs.,42.5'',39.7'',6/6,N/A,1000/6500 lbs.,1400 lbs.,6900 lbs.,N/A,N/A
7,16450974,30K,Black,Gray,4WDWD,2.7L engine,4 cylinders,181 horsepower@5800rpm,182 torque@4200rpm,10:1,Variable Timing,Gas,3.54,4.13,4,N/A,20/26,"109.3""","189.0""",75,63,3945 lbs.,"40.2""","39.6""",5/5,N/R,1000 lbs.,1215 lbs.,5160 lbs.,N/A,N/A
8,16327788,35K,Gray,Blue,2WDWD,1.5L engine,4 cylinders,106 horsepower@6000rpm,103 torque@4200rpm,11:1,Dual Overhead Cam,Gas,2.95,3.33,4,N/A,30/35,"98.8""","153.5""",N/R,59,2315 lbs.,"40.6""","39.3""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,5-Speed Manual
9,16250609,79K,Black,Silver,2WDWD,2.0L engine,4 cylinders,200 horsepower@5100rpm,207 torque@1700rpm,9.6:1,Dual Overhead Cam,Turbo Gas,3.25,3.65,4,N/A,24/32,"104.4""","182.2""",N/R,56,3158 lbs.,"41.2""","38.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
10,16171620,12K,Black,Blue,2WDWD,2.0L engine,4 cylinders,115 horsepower@5200rpm,125 torque@4000rpm,10:1,N/A,Gas,3.25,3.65,2,N/A,25/34,"104.4""","183.3""",70,57,2836 lbs.,"41.2""","38.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
11,16171393,58K,Gray,Silver,2WDWD,2.5L engine,5 cylinders,170 horsepower@0rpm,N/A,N/A,Dual Overhead Cam,Gas,0,0,4,14.50,21/29,"101.5""","165.8""",69,58,3041 lbs.,"41.2""","39.3""",5/5,15 cu. ft.,N/A,972 lbs.,N/R,N/A,N/A
12,16568157,54K,Red,Black,2WDWD,2.5L engine,5 cylinders,227 horsepower@5000rpm,236 torque@1500rpm,9.0:1,Dual Overhead Cam,Turbo Gas,3.27,3.67,4,N/A,N/A,"103.9""","181.7""",72,55,3837 lbs.,"42.3""","38.2""",4/4,13 cu. ft.,2000 lbs.,N/A,N/R,N/A,5-Speed Automatic
13,16327610,36K,Black,Silver,4WDWD,2.0L engine,4 cylinders,240 horsepower@5600rpm,N/A,10.80,Variable Timing,Turbo Gas,3.25,3.67,4,N/A,20/27,109.2'',182.8'',74.4'',67.4'',4092 lbs.,41.2'',38.0'',5/5,30.8 cu. ft.,1650/3500 lbs.,1263 lbs.,5355 lbs.,N/A,N/A
14,16568245,31K,Black,Black,2WDWD,2.4L engine,4 cylinders,201 horsepower@6800rpm,180 torque@3600rpm,12:1,Variable Timing,Gas,3.43,3.90,4,N/A,25/35,"105.1""","181.9""",70,55,2970 lbs.,"42.3""","38.0""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
15,16237784,40K,Gray,Blue,4WDWD,2.0L engine,4 cylinders,220 horsepower@4450rpm,N/A,N/A,Variable Timing DOHC,Turbo Gas,3.25,3.65,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16,16238238,48K,Black,Gray,4WDWD,3.0L engine,6 cylinders,272 horsepower@4780rpm,295 torque@2150rpm,10:1,Dual Overhead Cam,Turbo Gas,3.33,3.50,0,N/A,18/26,"110.5""","182.6""",74,65,4345 lbs.,"41.0""","38.1""",5/5,57 cu. ft.,4400 lbs.,N/A,N/R,N/A,N/A
17,15411470,37K,Black,White,4WDWD,4.2L engine,8 cylinders,450 horsepower@8250rpm,317 torque@4000rpm,13:1,Dual Overhead Cam,Gas,3.33,3.65,0,N/A,16/23,"108.3""","183.0""",73,53,3924 lbs.,"41.3""","39.1""",4/4,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
18,15660515,41K,Black,Orange,4WDWD,2.0L engine,4 cylinders,265 horsepower@6000rpm,258 torque@2500rpm,9.8:1,Dual Overhead Cam,Turbo Gas,3.25,3.65,4,N/A,21/29,"97.2""","165.3""",72,53,3241 lbs.,"41.1""","37.7""",4/4,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
19,16238171,14K,Tan,Red,4WDWD,2.0L engine,4 cylinders,180 horsepower@5000rpm,200 torque@1250rpm,11:1,Variable Timing DOHC,Turbo Gas,3.31,3.55,4,N/A,23/35,"110.6""","182.1""",71,56,3450 lbs.,"42.0""","40.3""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
20,16261191,35K,Black,White,2WDWD,2.0L engine,4 cylinders,240 horsepower@5000rpm,255 torque@1250rpm,10:1,Variable Timing,Turbo Gas,3.31,3.55,4,N/A,23/34,"110.6""","182.6""",71,54,3975 lbs.,"42.2""","40.4""",4/4,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
21,14366077,59K,Black,Gray,2WDWD,3.0L engine,6 cylinders,255 horsepower@4000rpm,413 torque@1500rpm,17:1,Variable Timing DOHC,Turbo Diesel,3.30,3.50,4,N/A,26/38,"116.9""","193.1""",73,57,4068 lbs.,"41.4""","40.5""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
22,15952558,34K,Black,Blue,4WDWD,3.0L engine,6 cylinders,300 horsepower@5800rpm,300 torque@1200rpm,10:1,Variable Timing DOHC,Turbo Gas,3.31,3.53,4,N/A,19/27,"110.6""","183.9""",74,63,4222 lbs.,N/R,"39.9""",5/5,18 cu. ft.,N/A,N/A,5126 lbs.,N/A,N/A
23,16238577,56K,Gray,Brown,4WDWD,3.0L engine,6 cylinders,270 horsepower@7000rpm,N/A,N/A,Dual Overhead Cam,Gas,3.50,3.20,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24,16171245,96K,Gray,White,4WDWD,5.3L engine,8 cylinders,320 horsepower@5400rpm,335 torque@4000rpm,9.9:1,Overhead Valve,Ethanol/Gas,3.78,3.62,2,N/A,15/21,"130.0""","221.3""",N/R,76,5969 lbs.,"41.3""","41.1""",5/5,46 cu. ft.,8000 lbs.,1263 lbs.,7200 lbs.,N/A,4-Speed Automatic
25,16237838,6K,Black,Blue,2WDWD,2.0L engine,4 cylinders,275 horsepower@5600rpm,N/A,9.50,Variable Timing,Turbo Gas,3.39,3.39,4,N/A,20/30,110.7'',188.3'',74.7'',53.1'',3738 lbs.,43.9'',38.5'',4/4,9.1 cu. ft.,N/A,N/A,N/A,N/A,N/A
26,15594791,113K,Black,Black,2WDWD,3.0L engine,6 cylinders,264 horsepower@6950rpm,N/A,N/A,Dual Overhead Cam,Ethanol/Gas,3.50,3.15,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27,16238375,16K,Gray,Black,2WDWD,2.5L engine,4 cylinders,200 horsepower@6300rpm,N/A,11.30,Variable Timing,Gas,3.46,3.98,4,N/A,20/26,128.3'',212.7'',74.3'',70.4'',3960 lbs.,45.0'',41.4'',4/2,N/A,7000/7000 lbs.,1410 lbs.,5400 lbs.,N/A,N/A
28,16250158,24K,Gray,White,2WDWD,2.5L engine,4 cylinders,200 horsepower@6300rpm,191 torque@4400rpm,11:1,Variable Timing,Gas,3.46,3.98,4,N/A,20/26,"128.3""","212.7""",74,70,3960 lbs.,"45.0""","41.4""",4/2,N/R,7000 lbs.,1410 lbs.,5400 lbs.,N/A,N/A
29,16237569,43K,Black,Blue,2WDWD,2.0L engine,4 cylinders,151 horsepower@4000rpm,264 torque@2000rpm,17:1,DOHC,Turbo Diesel,3.39,3.39,4,N/A,27/46,"105.7""","181.0""",70,58,3475 lbs.,"42.3""","39.3""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
30,15880016,88K,Black,Silver,4WDWD,2.4L engine,4 cylinders,182 horsepower@6700rpm,172 torque@4900rpm,11:1,Dual Overhead Cam,Ethanol/Gas,3.46,3.85,4,N/A,20/29,"112.5""","187.8""",N/R,66,3926 lbs.,"41.2""","40.9""",5/5,64 cu. ft.,1500 lbs.,1190 lbs.,5070 lbs.,N/A,N/A
31,16238032,38K,Black,White,4WDWD,2.4L engine,4 cylinders,182 horsepower@6700rpm,172 torque@4900rpm,11:1,Variable Timing,Ethanol/Gas,3.46,3.86,4,N/A,20/28,"112.5""","187.8""",72,66,3924 lbs.,"41.2""","40.9""",5/5,31 cu. ft.,1000/3500 lbs.,1119 lbs.,5070 lbs.,N/A,N/A
32,16171434,15K,Black,White,2WDWD,2.5L engine,4 cylinders,195 horsepower@6300rpm,187 torque@4400rpm,11:1,Variable Timing DOHC,Gas,3.46,3.98,4,N/A,21/31,"111.7""","201.3""",73,58,3555 lbs.,"45.8""","39.9""",5/5,19 cu. ft.,N/A,N/A,N/R,N/A,N/A
33,16568203,39K,Black,White,2WDWD,2.5L engine,4 cylinders,196 horsepower@6300rpm,191 torque@4400rpm,11:1,Variable Timing DOHC,Gas,3.46,3.98,4,N/A,25/36,"107.8""","191.5""",73,57,3393 lbs.,"42.1""","39.0""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
34,16593493,20K,Black,Burgundy,2WDWD,1.5L engine,4 cylinders,160 horsepower@5700rpm,184 torque@250rpm,10:1,Variable Timing,Turbo Gas,2.91,3.41,4,N/A,27/36,"111.4""","193.8""",73,57,3097 lbs.,"42.0""","39.1""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
35,16238159,50K,Black,Gray,N/A,1.8L engine,4 cylinders,138 horsepower@6300rpm,125 torque@3800rpm,11:1,Variable Timing DOHC,Gas,3.17,3.47,4,N/A,25/35,"99.4""","173.1""",68,59,2745 lbs.,"41.8""","38.7""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
36,16238634,16K,Black,White,2WDWD,1.8L engine,4 cylinders,138 horsepower@6300rpm,125 torque@3800rpm,11:1,Variable Timing DOHC,Gas,3.17,3.47,4,N/A,25/35,"99.4""","173.1""",68,59,2745 lbs.,"41.8""","38.7""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
37,16171364,54K,Black,Red,2WDWD,1.2L engine,4 cylinders,84 horsepower@6400rpm,83 torque@4200rpm,11:1,Variable Timing DOHC,Gas,2.78,3.15,4,N/A,31/39,"93.5""","144.7""",62,61,2269 lbs.,"42.0""","39.4""",4/4,11 cu. ft.,N/A,N/A,N/R,N/A,N/A
38,16568253,37K,Black,White,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,383 torque@4100rpm,11:1,Variable Timing,Ethanol/Gas,3.78,3.62,2,N/A,15/22,"130.0""","224.4""",80,74,5775 lbs.,"45.3""","42.8""",7/7,39 cu. ft.,2000/8000 lbs.,1692 lbs.,7500 lbs.,N/A,N/A
39,16238414,33K,Black,Silver,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,N/A,11.00,Variable Timing,Ethanol/Gas,3.78,3.62,2,N/A,16/22,116.0'',204.0'',80.5'',74.4'',5602 lbs.,45.3'',42.8'',8/7,15.3 cu. ft.,2000/8400 lbs.,1698 lbs.,7300 lbs.,N/A,N/A
40,16237779,45K,n/a,Silver,4WDWD,5.3L engine,8 cylinders,355 horsepower@5600rpm,383 torque@4100rpm,11:1,Variable Timing,Ethanol/Gas,3.78,3.62,2,N/A,16/22,"116.0""","204.0""",80,74,5545 lbs.,"45.3""","42.8""",7/7,15 cu. ft.,2000/8400 lbs.,1698 lbs.,7300 lbs.,N/A,N/A
41,16171118,62K,Gray,Silver,2WDWD,3.6L engine,6 cylinders,281 horsepower@6300rpm,N/A,11.30,Variable Timing,Gas,3.70,3.37,4,N/A,15/22,118.9'',203.7'',78.5'',69.9'',4713 lbs.,41.3'',40.4'',8/7,24.4 cu. ft.,1000/5200 lbs.,1698 lbs.,6411 lbs.,N/A,N/A
42,16250130,17K,Black,Gray,2WDWD,1.4L engine,4 cylinders,138 horsepower@4900rpm,148 torque@1850rpm,9.5:1,Variable Timing,Turbo Gas,2.85,3.25,4,N/A,26/34,"100.6""","167.2""",69,65,3048 lbs.,"40.8""","39.6""",5/5,19 cu. ft.,N/A,1582 lbs.,4387 lbs.,N/A,N/A
43,16421065,18K,Tan,Gray,2WDWD,1.4L engine,4 cylinders,149 horsepower@4800rpm,N/A,11:1,Variable Timing DOHC,Gas/Electric,2.89,3.25,4,N/A,35/40,"105.7""","177.1""",70,56,3786 lbs.,"42.1""","37.8""",4/4,11 cu. ft.,N/A,N/A,N/R,N/A,N/A
44,16338495,57K,Black,White,2WDWD,2.4L engine,N/A,N/A,173 torque@4600rpm,10:1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"108.0""","192.3""",73,58,3473 lbs.,"42.2""","38.6""",5/5,15 cu. ft.,N/A,N/A,N/R,N/A,N/A
45,15660943,9K,Black,Black,2WDWD,6.4L engine,8 cylinders,485 horsepower@6100rpm,475 torque@4200rpm,11:1,N/A,Gas,4.09,3.72,2,N/A,14/23,"116.0""","197.7""",75,57,4240 lbs.,"42.0""","39.3""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
46,16250312,11K,Black,Gray,2WDWD,3.6L engine,6 cylinders,305 horsepower@6350rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,19/30,116.2'',197.9'',75.7'',57.5'',3834 lbs.,42.0'',39.3'',5/5,16.2 cu. ft.,N/A,N/A,N/A,N/A,N/A
47,16250436,45K,Black,Blue,2WDWD,2.4L engine,4 cylinders,184 horsepower@6250rpm,171 torque@4800rpm,10:1,Variable Timing OHC,Gas,3.46,3.82,4,N/A,22/31,"106.4""","183.9""",72,57,3297 lbs.,"42.2""","38.6""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
48,16171269,16K,Black,Black,4WDWD,3.6L engine,6 cylinders,295 horsepower@6400rpm,N/A,10.20,Variable Timing,Gas,3.78,3.27,4,N/A,18/25,119.8'',201.2'',75.8'',70.9'',4913 lbs.,40.3'',39.9'',5/7,47.7 cu. ft.,2000/6200 lbs.,1410 lbs.,6500 lbs.,N/A,N/A
49,16238712,35K,Black,Gray,2WDWD,2.4L engine,4 cylinders,173 horsepower@6000rpm,N/A,N/A,Dual Overhead Cam,Gas,3.46,3.82,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
50,16327955,27K,Gray,White,4WDWD,3.6L engine,6 cylinders,305 horsepower@6400rpm,269 torque@4175rpm,10:1,Variable Timing,Ethanol/Gas,3.66,3.41,4,N/A,16/23,"140.5""","229.0""",79,75,5401 lbs.,"41.0""","41.0""",6/6,N/R,2000/10350 lbs.,1390 lbs.,6800 lbs.,N/A,N/A
51,16418170,45K,Black,White,2WDWD,5.7L engine,8 cylinders,395 horsepower@5600rpm,407 torque@3950rpm,11:1,Variable Timing OHC,Gas,3.92,3.58,2,N/A,15/22,"149.5""","237.9""",79,75,5301 lbs.,"41.0""","41.0""",5/5,N/R,2000/10300 lbs.,1490 lbs.,6800 lbs.,N/A,N/A
52,16237691,39K,Gray,White,2WDWD,5.7L engine,8 cylinders,395 horsepower@5600rpm,269 torque@4175rpm,10:1,Variable Timing OHC,Gas,3.92,3.58,2,N/A,14/20,"120.5""","209.0""",79,74,4684 lbs.,"41.0""","39.9""",3/3,N/R,2000/9250 lbs.,1340 lbs.,6025 lbs.,N/A,N/A
53,16250279,16K,Black,White,2WDWD,1.4L engine,4 cylinders,160 horsepower@5500rpm,N/A,9.80,Variable Timing,Turbo Gas,2.83,3.31,4,N/A,26/35,90.9'',159.6'',68.5'',48.5'',2436 lbs.,43.1'',37.4'',2/2,4.9 cu. ft.,N/A,N/A,N/A,N/A,N/A
54,16237396,57K,Black,Gray,2WDWD,1.4L engine,4 cylinders,101 horsepower@6500rpm,98 torque@4000rpm,11:1,Single Overhead Cam,Gas,2.83,3.31,4,N/A,27/34,"90.6""","139.6""",64,59,2416 lbs.,"40.7""","38.6""",4/4,5 cu. ft.,N/A,N/A,N/R,N/A,N/A
55,16238636,46K,Black,Red,2WDWD,1.4L engine,4 cylinders,101 horsepower@6500rpm,98 torque@4000rpm,11:1,Single Overhead Cam,Gas,2.83,3.31,4,N/A,27/34,"90.6""","139.6""",64,59,2363 lbs.,"40.7""","38.9""",4/4,10 cu. ft.,N/A,N/A,N/R,N/A,N/A
56,16237883,43K,Black,Gray,2WDWD,2.0L engine,4 cylinders,188 horsepower@6000rpm,129 torque@4000rpm,12:1,Variable Timing DOHC,Gas/Electric,3.44,3.27,4,N/A,42/37,"104.3""","173.6""",72,63,3986 lbs.,"43.1""","41.0""",5/5,25 cu. ft.,N/A,N/A,N/R,N/A,N/A
57,16237966,78K,Gray,Blue,4WDWD,3.5L engine,6 cylinders,285 horsepower@6500rpm,253 torque@4000rpm,11:1,Dual Overhead Cam,Gas,3.60,3.40,4,N/A,18/26,"111.2""","184.2""",76,67,4265 lbs.,"40.7""","40.0""",5/5,69 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
58,16171259,74K,Tan,Silver,4WDWD,3.5L engine,6 cylinders,265 horsepower@6250rpm,250 torque@4500rpm,10:1,Dual Overhead Cam,Gas,3.60,3.40,0,19.00,15/22,"111.2""","185.7""",75,67,4098 lbs.,"40.7""","40.0""",5/5,70 cu. ft.,3500 lbs.,N/A,N/R,N/A,N/A
59,16170829,19K,Gray,Red,2WDWD,1.6L engine,4 cylinders,178 horsepower@5700rpm,184 torque@2500rpm,10:1,Variable Timing DOHC,Turbo Gas,3.11,3.20,4,N/A,23/32,"105.9""","178.1""",72,66,3515 lbs.,"43.1""","39.9""",5/5,34 cu. ft.,2000 lbs.,1258 lbs.,4760 lbs.,N/A,N/A
60,16238509,21K,Tan,White,4WDWD,1.5L engine,4 cylinders,179 horsepower@6000rpm,N/A,10.00,Variable Timing,Turbo Gas,3.11,3.00,4,N/A,22/28,105.9'',178.1'',75.0'',66.3'',3678 lbs.,43.1'',39.9'',5/5,34.0 cu. ft.,2000/2000 lbs.,1082 lbs.,4760 lbs.,N/A,N/A
61,16238213,18K,Black,Silver,2WDWD,3.5L engine,6 cylinders,290 horsepower@6500rpm,255 torque@4000rpm,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4,N/A,17/24,"112.6""","197.1""",78,70,4534 lbs.,"43.1""","41.4""",7/6,21 cu. ft.,5000 lbs.,1430 lbs.,N/R,N/A,N/A
62,16418320,44K,Black,Black,2WDWD,3.5L engine,6 cylinders,290 horsepower@6500rpm,255 torque@4000rpm,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.41,4,N/A,17/24,"112.6""","197.1""",78,70,4534 lbs.,"43.1""","41.4""",7/6,21 cu. ft.,5000 lbs.,1430 lbs.,N/R,N/A,N/A
63,16568246,26K,Black,Silver,4WDWD,3.5L engine,6 cylinders,365 horsepower@5500rpm,N/A,10.00,Variable Timing,Turbo Gas,3.64,3.41,4,N/A,16/22,112.8'',198.3'',78.9'',71.0'',4901 lbs.,42.9'',41.4'',7/6,21.0 cu. ft.,5000/5000 lbs.,N/A,N/A,N/A,N/A
64,16237897,23K,Black,Green,4WDWD,5.0L engine,8 cylinders,385 horsepower@5750rpm,387 torque@3850rpm,11:1,Variable Timing DOHC,Ethanol/Gas,3.63,3.65,4,N/A,15/21,"156.8""","243.7""",79,76,5716 lbs.,"43.9""","40.8""",6/5,N/R,1500/11700 lbs.,2070 lbs.,7350 lbs.,N/A,N/A
65,16238218,26K,Gray,Black,2WDWD,5.0L engine,8 cylinders,360 horsepower@5500rpm,278 torque@4000rpm,11:1,Variable Timing DOHC,Gas,3.63,3.65,4,N/A,15/21,"144.5""","231.7""",78,74,5043 lbs.,"41.4""","41.0""",6/5,N/R,2000/9400 lbs.,1657 lbs.,6700 lbs.,N/A,N/A
66,15326231,122K,Gray,White,2WD,3.7L engine,6 cylinders,365 horsepower@5000rpm,278 torque@4000rpm,11:1,Dual Overhead Cam,Ethanol/Gas,0,0,4,N/A,16/22,"144.5""","231.9""",79,75,4764 lbs.,"41.4""","41.0""",3/3,N/R,11300 lbs.,1930 lbs.,6750 lbs.,N/A,6-Speed Automatic
67,16238700,56K,Gray,White,4WDWD,3.5L engine,6 cylinders,283 horsepower@6500rpm,255 torque@4000rpm,11:1,Variable Timing DOHC,Ethanol/Gas,3.64,3.45,4,N/A,17/23,"145.0""","231.9""",79,76,5333 lbs.,"43.9""","40.8""",6/5,N/R,1500/11800 lbs.,1660 lbs.,6900 lbs.,N/A,N/A
68,15574456,33K,Black,Silver,2WDWD,1.6L engine,4 cylinders,120 horsepower@6350rpm,112 torque@5000rpm,11:1,Variable Timing,Gas,3.11,3.20,4,N/A,27/35,"98.0""","173.6""",67,58,2578 lbs.,"42.2""","39.1""",5/5,13 cu. ft.,N/A,N/A,N/R,N/A,N/A
69,16568369,9K,Black,Silver,2WDWD,1.6L engine,4 cylinders,120 horsepower@6350rpm,N/A,11.00,Variable Timing,Gas,3.11,3.20,4,N/A,27/35,98.0'',159.7'',67.8'',58.1'',2537 lbs.,42.2'',39.1'',5/5,14.9 cu. ft.,N/A,N/A,N/A,N/A,N/A
70,16238834,35K,Black,Blue,2WDWD,3.5L engine,6 cylinders,287 horsepower@6500rpm,254 torque@4000rpm,10:1,Variable Timing,Gas,3.64,3.41,4,N/A,16/23,"117.9""","201.8""",75,68,4439 lbs.,"40.8""","41.8""",7/7,20 cu. ft.,2000 lbs.,1531 lbs.,5970 lbs.,N/A,N/A
71,15778014,97K,Black,Silver,2WDWD,2.0L engine,4 cylinders,140 horsepower@6000rpm,136 torque@4500rpm,10:1,Dual Overhead Cam,Gas,3.44,3.27,2,13.50,24/35,"102.9""","175.0""",78,58,2588 lbs.,"41.7""","39.2""",5/5,14 cu. ft.,1000 lbs.,N/A,N/R,N/A,N/A
72,15908767,87K,Black,Blue,2WDWD,2.0L engine,4 cylinders,140 horsepower@6000rpm,136 torque@4250rpm,10:1,Dual Overhead Cam,Gas,3.44,3.27,2,N/A,24/35,"102.9""","175.0""",78,58,2623 lbs.,"41.7""","39.2""",5/5,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
73,16238215,16K,Black,Red,2WDWD,2.0L engine,4 cylinders,252 horsepower@5500rpm,270 torque@2500rpm,9.3:1,Variable Timing,Turbo Gas,3.44,3.27,4,N/A,22/30,"104.3""","171.7""",71,57,3223 lbs.,"43.1""","38.3""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
74,16250531,43K,Gray,Gray,2WDWD,2.0L engine,4 cylinders,252 horsepower@5500rpm,270 torque@2500rpm,9.3:1,Variable Timing DOHC,Turbo Gas,3.44,3.27,4,N/A,23/32,"104.3""","171.7""",71,58,3223 lbs.,"43.7""","38.3""",5/5,24 cu. ft.,N/A,N/A,N/R,N/A,N/A
75,15660113,104K,Tan,Red,2WDWD,2.3L engine,4 cylinders,160 horsepower@6250rpm,156 torque@4250rpm,9.7:1,Dual Overhead Cam,Gas,3.40,3.70,4,17.50,20/29,"107.4""","190.2""",72,57,3101 lbs.,"42.3""","38.7""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
76,16250099,50K,Gray,Silver,2WDWD,2.3L engine,4 cylinders,160 horsepower@6250rpm,156 torque@4250rpm,9.7:1,Dual Overhead Cam,Gas,3.40,3.70,4,17.50,20/29,"107.4""","190.2""",72,57,3175 lbs.,"42.3""","38.7""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
77,16237988,104K,Black,Black,2WDWD,2.5L engine,4 cylinders,175 horsepower@6000rpm,172 torque@4500rpm,9.7:1,Dual Overhead Cam,Gas,3.50,3.90,4,N/A,23/33,"107.4""","190.6""",72,56,3285 lbs.,"42.3""","38.7""",5/5,17 cu. ft.,N/A,N/A,N/R,N/A,N/A
78,16238673,47K,Black,Black,2WDWD,2.5L engine,4 cylinders,175 horsepower@6000rpm,175 torque@4500rpm,9.7:1,Variable Timing,Gas,3.50,3.94,4,N/A,22/33,"112.2""","191.7""",75,58,3427 lbs.,"44.3""","39.2""",5/5,16 cu. ft.,N/A,N/A,N/R,N/A,N/A
79,16496140,29K,Black,Black,2WDWD,2.0L engine,4 cylinders,195 horsepower@6000rpm,177 torque@4000rpm,12:1,Variable Timing,Gas/Electric,3.45,3.27,4,N/A,40/36,"112.2""","191.8""",75,58,3913 lbs.,"44.3""","39.2""",5/5,8 cu. ft.,N/A,N/A,N/R,N/A,N/A
80,16568071,35K,Black,Orange,2WDWD,2.0L engine,4 cylinders,195 horsepower@6000rpm,177 torque@4000rpm,12:1,Variable Timing,Gas/Electric,3.45,3.27,4,N/A,40/36,"112.2""","191.8""",75,58,3913 lbs.,"44.3""","39.2""",5/5,8 cu. ft.,N/A,N/A,N/R,N/A,N/A
81,16238581,42K,Black,Gray,2WDWD,2.0L engine,4 cylinders,188 horsepower@6000rpm,177 torque@4000rpm,12:1,Variable Timing,Gas/Electric,3.45,3.27,4,N/A,43/39,"112.2""","191.8""",75,58,3615 lbs.,"44.3""","39.2""",5/5,12 cu. ft.,N/A,N/A,N/R,N/A,N/A
82,16568075,20K,Black,Blue,2WDWD,2.3L engine,4 cylinders,310 horsepower@5500rpm,320 torque@2500rpm,9.5:1,Variable Timing DOHC,Turbo Gas,3.45,3.70,4,N/A,21/32,"107.1""","188.3""",75,54,3501 lbs.,"44.5""","37.6""",4/4,14 cu. ft.,N/A,N/A,N/R,N/A,N/A
83,16238558,31K,Black,White,2WDWD,3.7L engine,6 cylinders,270 horsepower@6500rpm,250 torque@4000rpm,11:1,Variable Timing,Gas,3.76,3.41,4,N/A,11/16,"147.6""","237.6""",81,110,6124 lbs.,N/R,N/R,12/15,107 cu. ft.,N/A,2810 lbs.,9000 lbs.,N/A,N/A
